shipment_id,product_id,distance_km,region,shipment_mode,shipment_cost
SHIP-007622,SKU-01647,431.69,North,Express,90.46
SHIP-007623,SKU-02479,598.55,West,Express,217.54
SHIP-007624,SKU-04958,51.39,North,Bulk,288.82
SHIP-007625,SKU-02747,774.1,North,Express,479.22
SHIP-007626,SKU-07315,960.21,South,Standard,383.48
SHIP-007627,SKU-06683,569.47,North,Express,482.89
SHIP-007628,SKU-07742,330.59,North,Bulk,368.33
SHIP-007629,SKU-07414,951.61,East,Standard,436.17
SHIP-007630,SKU-07453,350.31,West,Express,232.9
SHIP-007631,SKU-09335,521.18,North,Standard,172.15
SHIP-007632,SKU-01892,553.52,West,Bulk,20.13
SHIP-007633,SKU-01943,988.97,South,Express,286.12
SHIP-007634,SKU-06142,360.21,North,Standard,320.74
SHIP-007635,SKU-04865,894.24,East,Express,78.56
SHIP-007636,SKU-08956,895.04,South,Standard,291.81
SHIP-007637,SKU-08152,999.48,West,Express,136.36
SHIP-007638,SKU-05942,39.65,East,Express,360.34
SHIP-007639,SKU-01703,622.28,South,Standard,155.35
SHIP-007640,SKU-04908,893.71,North,Standard,224.99
SHIP-007641,SKU-06764,920.28,North,Bulk,309.77
SHIP-007642,SKU-01580,888.49,South,Bulk,253.77
SHIP-007643,SKU-05253,156.85,North,Express,440.63
SHIP-007644,SKU-00592,670.77,South,Standard,341.47
SHIP-007645,SKU-08437,835.37,West,Standard,309.95
SHIP-007646,SKU-07544,66.37,North,Express,201.99
SHIP-007647,SKU-05556,387.15,East,Express,369.18
SHIP-007648,SKU-09521,965.11,South,Bulk,202.49
SHIP-007649,SKU-04861,684.34,North,Bulk,129.99
SHIP-007650,SKU-02762,497.92,East,Standard,223.21
SHIP-007651,SKU-00292,566.77,North,Express,283.79
SHIP-007652,SKU-04743,920.37,West,Express,307.37
SHIP-007653,SKU-03726,169.83,West,Bulk,300.4
SHIP-007654,SKU-02745,122.97,South,Bulk,164.92
SHIP-007655,SKU-00358,512.86,West,Bulk,185.39
SHIP-007656,SKU-07747,159.18,East,Express,155.66
SHIP-007657,SKU-02924,657.92,West,Express,158.65
SHIP-007658,SKU-03553,592.8,East,Standard,175.71
SHIP-007659,SKU-04350,333.17,West,Bulk,303.53
SHIP-007660,SKU-02140,351.13,South,Bulk,455.27
SHIP-007661,SKU-02348,724.0,East,Standard,276.86
SHIP-007662,SKU-08066,239.08,East,Bulk,95.11
SHIP-007663,SKU-07233,135.01,North,Standard,483.28
SHIP-007664,SKU-05562,757.7,South,Standard,111.3
SHIP-007665,SKU-06131,376.29,South,Standard,161.16
SHIP-007666,SKU-06363,212.33,East,Express,91.73
SHIP-007667,SKU-00745,995.18,North,Standard,412.53
SHIP-007668,SKU-07729,183.8,South,Standard,55.0
SHIP-007669,SKU-08461,485.47,North,Express,164.8
SHIP-007670,SKU-01816,487.9,East,Bulk,209.06
SHIP-007671,SKU-00248,696.2,North,Bulk,494.37
SHIP-007672,SKU-03013,529.39,East,Bulk,142.87
SHIP-007673,SKU-08529,396.37,East,Express,355.32
SHIP-007674,SKU-07368,779.34,East,Bulk,486.09
SHIP-007675,SKU-09756,898.12,South,Express,127.42
SHIP-007676,SKU-03322,829.07,East,Express,460.01
SHIP-007677,SKU-00574,197.67,North,Standard,31.97
SHIP-007678,SKU-08071,522.69,South,Bulk,409.44
SHIP-007679,SKU-01358,965.45,North,Standard,249.27
SHIP-007680,SKU-01900,963.67,West,Standard,188.06
SHIP-007681,SKU-03987,856.79,West,Express,491.82
SHIP-007682,SKU-01631,758.84,South,Express,360.02
SHIP-007683,SKU-00042,377.14,North,Bulk,275.4
SHIP-007684,SKU-09316,845.42,North,Express,409.75
SHIP-007685,SKU-09084,485.6,North,Standard,301.5
SHIP-007686,SKU-07601,538.09,North,Express,397.52
SHIP-007687,SKU-03661,225.11,West,Standard,467.43
SHIP-007688,SKU-04540,546.55,West,Express,81.92
SHIP-007689,SKU-01628,882.61,North,Bulk,376.39
SHIP-007690,SKU-06261,828.92,North,Standard,410.56
SHIP-007691,SKU-02290,792.11,South,Bulk,35.62
SHIP-007692,SKU-04417,674.03,North,Bulk,153.67
SHIP-007693,SKU-08732,334.59,West,Standard,405.88
SHIP-007694,SKU-00595,962.5,North,Standard,159.17
SHIP-007695,SKU-09875,946.34,West,Bulk,187.79
SHIP-007696,SKU-07995,528.24,East,Standard,296.04
SHIP-007697,SKU-02542,381.35,South,Express,111.29
SHIP-007698,SKU-08858,763.52,West,Standard,320.88
SHIP-007699,SKU-04970,121.69,East,Standard,191.15
SHIP-007700,SKU-01974,923.55,North,Standard,279.22
SHIP-007701,SKU-04511,458.55,South,Express,267.89
SHIP-007702,SKU-02921,525.59,South,Standard,269.03
SHIP-007703,SKU-07927,892.43,North,Express,354.76
SHIP-007704,SKU-09760,697.96,South,Express,369.47
SHIP-007705,SKU-02001,638.89,West,Bulk,96.85
SHIP-007706,SKU-00143,787.22,East,Express,215.07
SHIP-007707,SKU-07565,846.05,East,Standard,316.08
SHIP-007708,SKU-09084,626.1,North,Standard,382.25
SHIP-007709,SKU-07873,173.34,North,Express,441.19
SHIP-007710,SKU-03088,548.51,West,Standard,341.3
SHIP-007711,SKU-01390,822.33,West,Express,138.5
SHIP-007712,SKU-07189,404.51,West,Bulk,182.66
SHIP-007713,SKU-01926,878.07,North,Bulk,407.11
SHIP-007714,SKU-02004,506.2,East,Standard,473.35
SHIP-007715,SKU-06149,109.19,South,Bulk,184.99
SHIP-007716,SKU-02981,497.24,South,Express,30.62
SHIP-007717,SKU-01556,441.9,North,Express,186.05
SHIP-007718,SKU-04937,214.3,North,Bulk,368.87
SHIP-007719,SKU-03459,770.75,South,Standard,344.36
SHIP-007720,SKU-03521,117.15,South,Bulk,166.26
SHIP-007721,SKU-07832,89.39,East,Bulk,440.9
SHIP-007722,SKU-04322,996.77,South,Bulk,35.9
SHIP-007723,SKU-04828,368.14,South,Standard,122.13
SHIP-007724,SKU-04150,879.75,South,Standard,82.1
SHIP-007725,SKU-09700,927.76,North,Standard,90.54
SHIP-007726,SKU-08073,254.13,West,Bulk,60.0
SHIP-007727,SKU-03969,828.1,North,Bulk,433.62
SHIP-007728,SKU-04058,922.62,South,Standard,282.78
SHIP-007729,SKU-06398,129.47,East,Standard,237.01
SHIP-007730,SKU-00117,713.55,South,Standard,160.54
SHIP-007731,SKU-05684,876.27,East,Bulk,144.49
SHIP-007732,SKU-04407,334.63,West,Bulk,273.08
SHIP-007733,SKU-03892,63.81,West,Express,410.16
SHIP-007734,SKU-03043,826.34,East,Bulk,313.33
SHIP-007735,SKU-09259,974.52,West,Standard,410.8
SHIP-007736,SKU-03658,505.87,East,Express,232.59
SHIP-007737,SKU-09326,84.98,South,Express,182.71
SHIP-007738,SKU-00112,292.79,North,Bulk,134.6
SHIP-007739,SKU-03157,517.83,North,Bulk,143.95
SHIP-007740,SKU-03401,793.59,East,Express,334.72
SHIP-007741,SKU-02345,985.58,East,Express,164.27
SHIP-007742,SKU-07735,301.7,West,Bulk,200.06
SHIP-007743,SKU-05610,133.08,West,Standard,373.02
SHIP-007744,SKU-02172,953.55,South,Express,23.79
SHIP-007745,SKU-03578,416.97,West,Standard,133.39
SHIP-007746,SKU-00718,981.69,East,Express,161.13
SHIP-007747,SKU-07439,653.94,East,Express,290.84
SHIP-007748,SKU-02425,832.18,South,Standard,156.36
SHIP-007749,SKU-04198,727.08,South,Bulk,375.78
SHIP-007750,SKU-06940,938.36,East,Express,155.73
SHIP-007751,SKU-06849,122.38,South,Express,33.68
SHIP-007752,SKU-08429,447.64,South,Standard,255.91
SHIP-007753,SKU-04131,513.36,North,Bulk,485.29
SHIP-007754,SKU-01525,212.57,West,Express,317.24
SHIP-007755,SKU-02081,825.96,West,Standard,240.73
SHIP-007756,SKU-05179,662.41,West,Bulk,288.98
SHIP-007757,SKU-05112,55.68,East,Bulk,440.81
SHIP-007758,SKU-04237,345.28,West,Bulk,38.07
SHIP-007759,SKU-05917,669.04,South,Express,300.89
SHIP-007760,SKU-03716,766.3,East,Express,365.25
SHIP-007761,SKU-00657,559.58,West,Bulk,35.89
SHIP-007762,SKU-07691,227.82,West,Express,26.98
SHIP-007763,SKU-09490,110.08,West,Standard,485.35
SHIP-007764,SKU-04167,25.3,South,Standard,223.43
SHIP-007765,SKU-00266,135.14,West,Express,249.06
SHIP-007766,SKU-01918,503.9,North,Express,464.3
SHIP-007767,SKU-06818,30.12,North,Standard,93.08
SHIP-007768,SKU-02511,381.98,South,Standard,466.12
SHIP-007769,SKU-06699,41.44,North,Bulk,486.05
SHIP-007770,SKU-08311,427.46,North,Standard,379.46
SHIP-007771,SKU-05750,870.02,West,Bulk,315.82
SHIP-007772,SKU-05617,314.21,East,Express,282.51
SHIP-007773,SKU-09018,651.52,East,Express,354.19
SHIP-007774,SKU-03434,524.66,North,Bulk,258.88
SHIP-007775,SKU-06484,605.13,West,Standard,443.71
SHIP-007776,SKU-02281,350.75,North,Bulk,365.17
SHIP-007777,SKU-02916,772.03,South,Express,495.68
SHIP-007778,SKU-07177,215.11,West,Standard,52.55
SHIP-007779,SKU-01329,80.72,North,Express,292.87
SHIP-007780,SKU-07942,485.5,South,Express,378.35
SHIP-007781,SKU-05033,453.11,West,Bulk,176.81
SHIP-007782,SKU-09515,609.32,East,Express,239.24
SHIP-007783,SKU-09419,260.73,West,Bulk,308.41
SHIP-007784,SKU-00803,332.57,North,Express,78.3
SHIP-007785,SKU-03697,530.18,South,Standard,279.49
SHIP-007786,SKU-06674,15.55,East,Standard,81.05
SHIP-007787,SKU-01233,865.04,East,Standard,34.87
SHIP-007788,SKU-03383,406.21,East,Standard,440.48
SHIP-007789,SKU-02302,294.87,West,Express,252.73
SHIP-007790,SKU-05506,861.71,West,Standard,181.64
SHIP-007791,SKU-04277,365.43,South,Bulk,31.43
SHIP-007792,SKU-06529,409.54,North,Express,463.19
SHIP-007793,SKU-06912,197.42,East,Bulk,68.29
SHIP-007794,SKU-06487,424.13,North,Bulk,269.36
SHIP-007795,SKU-06258,793.32,North,Standard,94.61
SHIP-007796,SKU-05244,498.85,South,Bulk,248.16
SHIP-007797,SKU-05730,15.48,South,Bulk,173.58
SHIP-007798,SKU-07285,247.19,West,Express,450.15
SHIP-007799,SKU-00003,977.79,East,Express,266.54
SHIP-007800,SKU-03090,127.11,East,Standard,488.4
SHIP-007801,SKU-09016,329.52,East,Standard,231.27
SHIP-007802,SKU-08699,651.34,East,Bulk,441.56
SHIP-007803,SKU-04372,146.3,East,Standard,165.01
SHIP-007804,SKU-00858,839.24,North,Standard,25.28
SHIP-007805,SKU-01958,669.26,North,Bulk,69.61
SHIP-007806,SKU-05840,60.09,East,Express,56.53
SHIP-007807,SKU-04819,856.39,West,Bulk,358.11
SHIP-007808,SKU-07120,166.95,West,Express,65.52
SHIP-007809,SKU-06418,918.05,South,Standard,132.17
SHIP-007810,SKU-08926,718.2,North,Bulk,427.49
SHIP-007811,SKU-09611,385.62,West,Standard,185.75
SHIP-007812,SKU-03958,293.95,North,Bulk,168.64
SHIP-007813,SKU-05163,743.6,North,Bulk,199.99
SHIP-007814,SKU-06302,896.15,South,Standard,103.0
SHIP-007815,SKU-07142,489.64,West,Standard,339.07
SHIP-007816,SKU-03826,568.11,East,Express,179.32
SHIP-007817,SKU-05361,119.62,East,Standard,58.23
SHIP-007818,SKU-01134,319.63,South,Express,282.94
SHIP-007819,SKU-02937,577.41,North,Bulk,193.96
SHIP-007820,SKU-01824,171.73,East,Bulk,447.21
SHIP-007821,SKU-01571,229.32,West,Bulk,150.16
SHIP-007822,SKU-09150,573.22,West,Express,32.11
SHIP-007823,SKU-09120,532.89,South,Express,404.76
SHIP-007824,SKU-08669,428.81,East,Standard,432.83
SHIP-007825,SKU-08669,423.3,South,Standard,45.0
SHIP-007826,SKU-02040,907.55,West,Express,194.93
SHIP-007827,SKU-07254,528.86,South,Standard,217.6
SHIP-007828,SKU-06037,471.56,North,Standard,171.79
SHIP-007829,SKU-06944,559.23,East,Standard,285.28
SHIP-007830,SKU-08358,389.03,North,Bulk,102.37
SHIP-007831,SKU-03757,535.79,East,Bulk,359.55
SHIP-007832,SKU-02960,469.44,East,Express,439.96
SHIP-007833,SKU-04520,765.85,North,Standard,60.24
SHIP-007834,SKU-00756,666.0,East,Express,30.5
SHIP-007835,SKU-07954,840.86,South,Bulk,268.76
SHIP-007836,SKU-06851,912.43,South,Standard,101.31
SHIP-007837,SKU-05575,586.11,North,Express,323.01
SHIP-007838,SKU-06906,460.55,West,Express,336.64
SHIP-007839,SKU-03889,733.86,West,Express,442.97
SHIP-007840,SKU-00738,755.13,South,Bulk,374.54
SHIP-007841,SKU-09970,742.62,West,Express,115.73
SHIP-007842,SKU-01955,349.82,North,Bulk,100.21
SHIP-007843,SKU-07720,484.24,East,Bulk,51.03
SHIP-007844,SKU-00470,407.42,South,Bulk,77.0
SHIP-007845,SKU-03992,537.52,South,Standard,133.54
SHIP-007846,SKU-00671,856.84,West,Bulk,21.17
SHIP-007847,SKU-05002,287.42,East,Bulk,267.77
SHIP-007848,SKU-03410,403.88,East,Express,168.14
SHIP-007849,SKU-03965,896.95,West,Express,72.15
SHIP-007850,SKU-03465,310.22,East,Standard,169.06
SHIP-007851,SKU-07215,94.14,North,Standard,96.47
SHIP-007852,SKU-06100,29.26,West,Standard,166.8
SHIP-007853,SKU-03556,348.67,South,Express,68.18
SHIP-007854,SKU-09327,925.77,East,Standard,121.97
SHIP-007855,SKU-02336,813.05,South,Standard,187.39
SHIP-007856,SKU-07684,204.44,East,Bulk,454.15
SHIP-007857,SKU-01493,960.34,North,Bulk,80.4
SHIP-007858,SKU-01200,947.97,West,Bulk,417.87
SHIP-007859,SKU-08570,123.36,North,Standard,101.18
SHIP-007860,SKU-09611,464.31,West,Express,23.88
SHIP-007861,SKU-09588,186.99,West,Express,331.9
SHIP-007862,SKU-01387,270.02,East,Bulk,59.9
SHIP-007863,SKU-04509,177.23,West,Standard,179.82
SHIP-007864,SKU-00657,36.28,East,Standard,70.13
SHIP-007865,SKU-04849,906.21,South,Standard,344.65
SHIP-007866,SKU-03121,234.25,East,Bulk,335.9
SHIP-007867,SKU-08943,843.56,South,Express,496.19
SHIP-007868,SKU-09682,526.36,West,Standard,476.56
SHIP-007869,SKU-07273,913.29,East,Express,302.59
SHIP-007870,SKU-04695,671.08,East,Standard,306.02
SHIP-007871,SKU-00203,848.13,West,Bulk,133.63
SHIP-007872,SKU-02322,886.84,West,Bulk,300.14
SHIP-007873,SKU-01739,332.01,East,Express,380.08
SHIP-007874,SKU-09243,55.76,East,Standard,426.46
SHIP-007875,SKU-01587,133.77,East,Bulk,292.37
SHIP-007876,SKU-06532,823.43,West,Bulk,497.56
SHIP-007877,SKU-04322,237.72,East,Bulk,74.6
SHIP-007878,SKU-08800,673.1,West,Bulk,498.29
SHIP-007879,SKU-06534,118.11,South,Standard,236.87
SHIP-007880,SKU-04042,905.99,North,Standard,155.82
SHIP-007881,SKU-07045,874.12,West,Standard,215.0
SHIP-007882,SKU-06831,430.14,East,Standard,309.23
SHIP-007883,SKU-03759,763.24,South,Express,136.85
SHIP-007884,SKU-03048,795.34,South,Bulk,227.21
SHIP-007885,SKU-03620,703.94,North,Bulk,48.72
SHIP-007886,SKU-06724,215.95,North,Bulk,274.23
SHIP-007887,SKU-05229,910.59,East,Standard,454.56
SHIP-007888,SKU-09707,663.29,North,Express,310.22
SHIP-007889,SKU-01808,878.61,South,Bulk,221.61
SHIP-007890,SKU-04323,568.18,South,Bulk,108.13
SHIP-007891,SKU-01190,749.7,West,Bulk,464.36
SHIP-007892,SKU-04180,399.8,West,Express,162.86
SHIP-007893,SKU-09389,421.07,East,Express,370.65
SHIP-007894,SKU-07111,409.54,East,Express,415.65
SHIP-007895,SKU-01402,982.02,East,Express,378.53
SHIP-007896,SKU-04260,270.52,South,Express,322.05
SHIP-007897,SKU-06659,302.73,East,Bulk,38.82
SHIP-007898,SKU-08673,227.54,North,Express,82.33
SHIP-007899,SKU-02245,363.34,East,Standard,267.3
SHIP-007900,SKU-00015,643.26,South,Standard,238.2
SHIP-007901,SKU-05808,719.12,North,Bulk,341.51
SHIP-007902,SKU-09165,204.61,West,Bulk,258.39
SHIP-007903,SKU-05894,987.52,North,Standard,334.7
SHIP-007904,SKU-00545,534.06,North,Express,378.65
SHIP-007905,SKU-01828,57.9,West,Standard,70.43
SHIP-007906,SKU-05229,209.19,East,Express,134.44
SHIP-007907,SKU-03651,652.76,South,Bulk,202.69
SHIP-007908,SKU-04545,616.68,West,Express,425.71
SHIP-007909,SKU-02740,268.71,East,Express,344.7
SHIP-007910,SKU-09765,612.68,North,Express,324.24
SHIP-007911,SKU-06144,404.18,East,Bulk,143.08
SHIP-007912,SKU-05283,520.54,South,Express,299.64
SHIP-007913,SKU-06974,772.37,West,Bulk,441.43
SHIP-007914,SKU-04741,706.56,East,Bulk,327.93
SHIP-007915,SKU-05968,178.62,West,Bulk,76.1
SHIP-007916,SKU-06376,330.64,South,Bulk,217.14
SHIP-007917,SKU-01267,147.75,South,Standard,63.43
SHIP-007918,SKU-00294,290.51,East,Standard,211.46
SHIP-007919,SKU-04524,813.22,East,Standard,93.37
SHIP-007920,SKU-00570,376.89,East,Bulk,252.34
SHIP-007921,SKU-08761,808.7,West,Express,434.72
SHIP-007922,SKU-00203,829.17,South,Standard,141.66
SHIP-007923,SKU-02749,261.9,West,Express,344.49
SHIP-007924,SKU-06594,600.76,East,Express,286.91
SHIP-007925,SKU-07042,90.88,South,Bulk,127.2
SHIP-007926,SKU-09990,205.28,North,Standard,453.17
SHIP-007927,SKU-08180,688.3,East,Bulk,99.69
SHIP-007928,SKU-08058,568.98,South,Standard,257.35
SHIP-007929,SKU-07894,159.03,West,Standard,465.22
SHIP-007930,SKU-04219,178.86,South,Standard,88.38
SHIP-007931,SKU-08419,517.76,East,Express,33.42
SHIP-007932,SKU-05747,499.29,East,Bulk,206.36
SHIP-007933,SKU-01056,468.31,West,Bulk,305.49
SHIP-007934,SKU-07643,673.9,North,Bulk,301.69
SHIP-007935,SKU-09396,809.73,West,Standard,112.52
SHIP-007936,SKU-07731,553.89,North,Express,300.24
SHIP-007937,SKU-08676,724.25,West,Express,399.92
SHIP-007938,SKU-05376,165.01,North,Standard,147.92
SHIP-007939,SKU-07328,350.86,East,Standard,36.89
SHIP-007940,SKU-01284,738.3,East,Bulk,488.78
SHIP-007941,SKU-01944,569.52,South,Standard,278.75
SHIP-007942,SKU-09054,80.8,East,Bulk,117.76
SHIP-007943,SKU-04668,422.98,South,Bulk,318.93
SHIP-007944,SKU-07653,702.02,North,Standard,163.48
SHIP-007945,SKU-07241,730.69,East,Bulk,435.97
SHIP-007946,SKU-01153,510.37,East,Express,78.92
SHIP-007947,SKU-09321,507.86,West,Bulk,475.31
SHIP-007948,SKU-09593,339.17,West,Standard,452.77
SHIP-007949,SKU-02662,968.6,East,Bulk,304.51
SHIP-007950,SKU-07478,481.37,South,Bulk,235.91
SHIP-007951,SKU-00905,506.52,East,Express,49.4
SHIP-007952,SKU-00076,929.43,East,Express,134.04
SHIP-007953,SKU-04889,426.44,East,Bulk,166.76
SHIP-007954,SKU-06103,714.96,West,Express,49.42
SHIP-007955,SKU-04502,550.97,East,Standard,209.63
SHIP-007956,SKU-01471,66.7,South,Standard,188.22
SHIP-007957,SKU-01353,917.3,East,Express,183.2
SHIP-007958,SKU-03425,856.06,East,Bulk,229.91
SHIP-007959,SKU-08707,144.42,East,Bulk,196.08
SHIP-007960,SKU-08595,961.01,West,Bulk,336.64
SHIP-007961,SKU-08359,404.5,East,Bulk,341.03
SHIP-007962,SKU-01424,239.84,North,Bulk,414.62
SHIP-007963,SKU-01013,119.53,East,Express,394.05
SHIP-007964,SKU-00420,312.39,South,Standard,271.81
SHIP-007965,SKU-05468,792.13,East,Standard,211.86
SHIP-007966,SKU-08105,992.21,West,Standard,276.11
SHIP-007967,SKU-00749,693.98,West,Bulk,404.44
SHIP-007968,SKU-08008,800.55,West,Bulk,62.18
SHIP-007969,SKU-02433,915.06,North,Bulk,42.65
SHIP-007970,SKU-09018,236.92,East,Express,48.0
SHIP-007971,SKU-09785,778.42,North,Standard,97.7
SHIP-007972,SKU-09248,147.2,East,Bulk,55.3
SHIP-007973,SKU-07435,943.36,South,Bulk,446.71
SHIP-007974,SKU-08250,164.77,North,Standard,52.92
SHIP-007975,SKU-08349,657.03,West,Standard,141.96
SHIP-007976,SKU-08144,583.05,East,Bulk,476.11
SHIP-007977,SKU-02814,899.76,East,Standard,450.12
SHIP-007978,SKU-02710,828.32,North,Bulk,341.89
SHIP-007979,SKU-06366,963.47,South,Standard,242.79
SHIP-007980,SKU-01842,919.57,West,Express,245.08
SHIP-007981,SKU-04046,480.64,North,Bulk,52.75
SHIP-007982,SKU-04187,704.01,East,Bulk,469.19
SHIP-007983,SKU-08018,194.95,East,Express,124.66
SHIP-007984,SKU-02365,463.14,East,Standard,76.68
SHIP-007985,SKU-00067,172.4,West,Express,157.9
SHIP-007986,SKU-08696,476.77,East,Bulk,198.6
SHIP-007987,SKU-08306,916.09,North,Express,445.58
SHIP-007988,SKU-00140,706.44,West,Standard,29.79
SHIP-007989,SKU-02578,330.88,North,Express,417.0
SHIP-007990,SKU-05091,302.86,South,Express,266.64
SHIP-007991,SKU-00894,56.3,South,Express,284.96
SHIP-007992,SKU-04529,450.33,West,Express,383.86
SHIP-007993,SKU-04160,496.87,West,Bulk,439.75
SHIP-007994,SKU-03107,425.1,East,Standard,163.71
SHIP-007995,SKU-04023,867.89,North,Express,43.89
SHIP-007996,SKU-03325,427.61,North,Bulk,303.18
SHIP-007997,SKU-08935,276.15,East,Standard,303.99
SHIP-007998,SKU-02499,497.65,South,Bulk,210.29
SHIP-007999,SKU-07287,110.55,West,Standard,60.38
SHIP-008000,SKU-04992,864.9,East,Standard,88.19
SHIP-008001,SKU-05070,717.48,East,Standard,348.09
SHIP-008002,SKU-02699,410.12,East,Express,76.3
SHIP-008003,SKU-00510,813.6,East,Standard,112.97
SHIP-008004,SKU-02060,880.84,North,Bulk,226.36
SHIP-008005,SKU-02274,248.74,South,Express,137.96
SHIP-008006,SKU-00110,448.86,West,Bulk,133.0
SHIP-008007,SKU-00778,477.48,North,Bulk,491.82
SHIP-008008,SKU-00317,61.38,South,Bulk,290.95
SHIP-008009,SKU-02088,563.16,East,Express,344.32
SHIP-008010,SKU-07306,610.95,West,Express,268.41
SHIP-008011,SKU-09555,992.02,South,Standard,437.94
SHIP-008012,SKU-09483,348.27,South,Bulk,323.77
SHIP-008013,SKU-07999,997.26,North,Standard,266.89
SHIP-008014,SKU-04240,714.92,East,Bulk,116.62
SHIP-008015,SKU-08545,532.96,East,Standard,296.53
SHIP-008016,SKU-07393,371.78,West,Standard,152.09
SHIP-008017,SKU-05467,134.18,West,Standard,237.31
SHIP-008018,SKU-05790,451.77,West,Express,158.59
SHIP-008019,SKU-07701,336.09,North,Standard,237.96
SHIP-008020,SKU-02139,611.85,North,Bulk,135.18
SHIP-008021,SKU-00160,478.4,West,Standard,178.25
SHIP-008022,SKU-04797,786.03,South,Standard,308.74
SHIP-008023,SKU-02459,646.12,West,Express,484.37
SHIP-008024,SKU-07457,779.24,West,Express,317.57
SHIP-008025,SKU-07197,553.57,South,Express,499.37
SHIP-008026,SKU-00570,58.89,South,Express,171.88
SHIP-008027,SKU-06744,308.78,West,Standard,295.88
SHIP-008028,SKU-00791,444.17,East,Bulk,329.57
SHIP-008029,SKU-04832,841.41,West,Express,72.47
SHIP-008030,SKU-02142,108.81,West,Standard,52.54
SHIP-008031,SKU-00897,246.47,North,Express,218.76
SHIP-008032,SKU-04407,135.57,North,Express,175.68
SHIP-008033,SKU-02511,811.59,South,Bulk,282.03
SHIP-008034,SKU-07838,136.26,West,Standard,162.26
SHIP-008035,SKU-07928,626.57,West,Express,456.33
SHIP-008036,SKU-07123,744.32,North,Bulk,131.09
SHIP-008037,SKU-01029,357.35,South,Standard,397.73
SHIP-008038,SKU-06272,11.0,North,Standard,481.41
SHIP-008039,SKU-02457,169.59,South,Bulk,470.32
SHIP-008040,SKU-08206,475.51,North,Standard,471.81
SHIP-008041,SKU-09117,35.7,South,Express,364.08
SHIP-008042,SKU-00790,214.92,South,Express,111.61
SHIP-008043,SKU-02772,745.68,East,Standard,475.97
SHIP-008044,SKU-07142,843.88,West,Express,125.81
SHIP-008045,SKU-03737,799.74,West,Standard,497.4
SHIP-008046,SKU-07274,506.5,East,Standard,479.15
SHIP-008047,SKU-06140,979.28,South,Standard,182.37
SHIP-008048,SKU-00720,993.1,South,Bulk,279.15
SHIP-008049,SKU-09554,978.48,North,Standard,61.98
SHIP-008050,SKU-07084,719.96,South,Express,90.61
SHIP-008051,SKU-02052,664.47,North,Bulk,160.51
SHIP-008052,SKU-02630,768.38,West,Bulk,477.86
SHIP-008053,SKU-05517,744.57,South,Bulk,379.78
SHIP-008054,SKU-01306,124.03,East,Standard,58.31
SHIP-008055,SKU-06552,138.83,West,Bulk,275.18
SHIP-008056,SKU-04341,39.15,West,Standard,180.3
SHIP-008057,SKU-05946,908.65,South,Bulk,86.93
SHIP-008058,SKU-04521,344.19,North,Express,25.44
SHIP-008059,SKU-03506,668.15,North,Bulk,409.42
SHIP-008060,SKU-05782,301.93,North,Standard,175.32
SHIP-008061,SKU-02837,56.24,North,Bulk,112.78
SHIP-008062,SKU-07892,470.12,East,Express,71.26
SHIP-008063,SKU-02348,522.67,South,Bulk,191.83
SHIP-008064,SKU-05835,563.59,North,Bulk,443.33
SHIP-008065,SKU-05769,733.11,South,Express,192.08
SHIP-008066,SKU-02630,748.95,West,Express,77.74
SHIP-008067,SKU-06844,664.94,East,Express,72.93
SHIP-008068,SKU-05572,159.86,North,Standard,309.46
SHIP-008069,SKU-05857,988.91,North,Bulk,149.49
SHIP-008070,SKU-01457,565.47,East,Standard,86.47
SHIP-008071,SKU-02532,767.69,East,Express,295.12
SHIP-008072,SKU-01297,190.57,North,Standard,478.01
SHIP-008073,SKU-02075,527.38,North,Standard,219.04
SHIP-008074,SKU-00774,29.64,West,Standard,303.19
SHIP-008075,SKU-06251,244.65,East,Express,53.8
SHIP-008076,SKU-08918,801.55,South,Express,235.84
SHIP-008077,SKU-05425,390.57,West,Bulk,373.17
SHIP-008078,SKU-05350,369.86,North,Standard,115.29
SHIP-008079,SKU-02331,522.85,South,Bulk,191.74
SHIP-008080,SKU-06017,598.43,West,Standard,340.39
SHIP-008081,SKU-08364,191.35,West,Bulk,264.99
SHIP-008082,SKU-07414,757.8,West,Standard,345.84
SHIP-008083,SKU-03858,294.6,South,Bulk,76.67
SHIP-008084,SKU-04953,292.08,South,Bulk,355.19
SHIP-008085,SKU-06180,939.71,North,Bulk,91.3
SHIP-008086,SKU-02653,348.3,North,Standard,425.11
SHIP-008087,SKU-08458,198.75,East,Express,455.44
SHIP-008088,SKU-03523,112.96,North,Express,447.28
SHIP-008089,SKU-07826,697.17,North,Bulk,80.87
SHIP-008090,SKU-03719,99.03,West,Express,259.5
SHIP-008091,SKU-07998,822.63,North,Express,37.18
SHIP-008092,SKU-02871,292.15,West,Standard,426.16
SHIP-008093,SKU-03331,305.72,East,Standard,54.1
SHIP-008094,SKU-04948,229.67,West,Bulk,481.64
SHIP-008095,SKU-00076,248.78,East,Bulk,129.3
SHIP-008096,SKU-03761,777.33,South,Standard,173.47
SHIP-008097,SKU-06841,849.09,North,Standard,331.7
SHIP-008098,SKU-01701,227.24,West,Standard,234.88
SHIP-008099,SKU-07423,884.76,South,Express,152.59
SHIP-008100,SKU-02849,215.23,West,Standard,285.5
SHIP-008101,SKU-04112,372.85,East,Standard,384.65
SHIP-008102,SKU-01812,895.93,North,Express,76.27
