supplier_id,name,industry,location,supplier_size,product_supplied,on_time_delivery,defect_rate,payment_delay_days,escalation_count,penalty_count,contract_duration_months,renewal_status,cost_per_unit,business_criticality,risk_score,recommended_action
SUP-01539,"Ballard, Green and Barker",Automotive,Foxmouth,Small,Chips,79.4,3.47,5.0,0,0,37,Not Renewed,253.79,Medium,45,Renew
SUP-01540,Chandler-Keller,Automotive,Maryside,Medium,Cleaning Agents,,1.39,2.0,0,1,47,Renewed,611.12,High,31,Terminate
SUP-01541,Shelton-Davenport,Electronics,Weissberg,Medium,Chips,,2.94,16.0,2,2,36,Renewed,208.71,High,64,Terminate
SUP-01542,Watts Group,Automotive,Maryborough,Large,Vaccines,84.1,4.91,4.0,1,1,33,Renewed,674.1,Low,32,Renew
SUP-01543,Owens-Murphy,Electronics,Browntown,Medium,Vaccines,73.3,0.52,1.0,0,0,26,Not Renewed,263.69,Medium,78,Renew
SUP-01544,"Ford, Harris and Mason",Electronics,New Jennifer,Medium,Motors,79.5,2.96,,1,0,20,Renewed,297.37,Medium,93,Renew
SUP-01545,"Robinson, Cooper and Johnson",Logistics,Guzmanland,Small,Transport Services,92.8,2.69,,0,0,38,Not Renewed,355.03,Low,18,Renew
SUP-01546,"Lopez, Garza and George",Chemicals,New Kimchester,Large,Cleaning Agents,89.0,0.57,11.0,1,2,18,Not Renewed,744.29,Low,30,Renew
SUP-01547,Proctor Group,Logistics,Stacyside,Large,Transport Services,82.7,1.47,4.0,2,0,34,Renewed,287.69,Low,75,Renew
SUP-01548,Young-Dougherty,Pharma,Taylorborough,Medium,Cleaning Agents,88.6,,17.0,2,0,20,Not Renewed,117.35,Low,66,Renew
SUP-01549,Cox LLC,Chemicals,Lake Nicole,Medium,Chips,56.4,0.72,16.0,0,0,41,Not Renewed,926.82,High,84,Renegotiate
SUP-01550,Bowman-Cervantes,Automotive,South Shellyborough,Small,Chips,99.9,1.35,28.0,2,0,6,Renewed,506.14,Low,21,Terminate
SUP-01551,Matthews Group,Logistics,North Rhonda,Medium,Vaccines,78.6,,16.0,2,0,7,Not Renewed,552.1,High,86,Renew
SUP-01552,Macdonald-Gonzales,Logistics,Wilsonfurt,Medium,Motors,79.5,2.22,,4,0,12,Renewed,594.58,High,17,Renew
SUP-01553,"Boyer, Lopez and Strickland",Electronics,West Jacob,Small,Vaccines,89.2,3.46,5.0,0,1,18,Not Renewed,545.24,Medium,36,Renew
SUP-01554,Perez-Jones,Electronics,New Emily,Small,Vaccines,76.3,3.77,5.0,2,0,23,Renewed,424.18,Medium,27,Renegotiate
SUP-01555,Myers Inc,Automotive,Nicholasside,Medium,Cleaning Agents,74.9,3.23,6.0,1,1,15,Renewed,726.9,Medium,47,Renegotiate
SUP-01556,Gonzalez-Rivera,Logistics,South Lydiamouth,Medium,Cleaning Agents,80.8,0.3,8.0,1,0,34,Not Renewed,239.29,High,84,Renegotiate
SUP-01557,Sanders Ltd,Pharma,Denniston,Large,Vaccines,75.4,2.23,10.0,2,0,34,Not Renewed,847.71,Medium,38,Renew
SUP-01558,Perez and Sons,Logistics,Lopezmouth,Large,Vaccines,76.2,1.43,2.0,0,0,24,Renewed,840.52,Low,79,Renegotiate
SUP-01559,"Bryant, Cole and Adams",Pharma,South Jodiville,Medium,Transport Services,91.8,3.49,16.0,1,0,9,Renewed,623.82,Medium,80,Renegotiate
SUP-01560,Martin PLC,Automotive,Lorraineberg,Medium,Chips,75.0,3.29,12.0,0,2,43,Not Renewed,463.46,High,48,Renew
SUP-01561,Miller Inc,Electronics,East Joseport,Large,Chips,84.1,0.25,2.0,0,1,29,Not Renewed,837.05,High,14,Renegotiate
SUP-01562,"Weber, Cooper and Diaz",Electronics,Port Paul,Small,Cleaning Agents,80.0,4.34,7.0,0,2,46,Renewed,575.18,Medium,35,Renew
SUP-01563,Hayes Inc,Pharma,New Henrymouth,Medium,Chips,78.0,1.73,5.0,2,0,21,Not Renewed,350.63,Low,22,Renew
SUP-01564,Butler-Collins,Logistics,New Natalie,Small,Motors,83.7,2.96,7.0,0,0,7,Renewed,700.91,Medium,29,Terminate
SUP-01565,"Baldwin, Scott and Johnson",Electronics,East Debramouth,Medium,Transport Services,89.2,0.61,1.0,0,0,28,Not Renewed,419.62,High,87,Renew
SUP-01566,"Walker, Reed and Petersen",Electronics,East Valerie,Large,Transport Services,77.8,2.35,18.0,2,1,35,Not Renewed,687.54,High,84,Renew
SUP-01567,Douglas and Sons,Electronics,North Brandi,Medium,Vaccines,94.0,2.86,3.0,0,2,11,Not Renewed,257.1,High,50,Renegotiate
SUP-01568,Bryant-Phillips,Logistics,Townsendfurt,Small,Vaccines,97.7,4.21,1.0,0,0,8,Renewed,433.18,Low,82,Renew
SUP-01569,"Cooper, Lozano and White",Pharma,South Markport,Medium,Cleaning Agents,97.3,2.19,,1,1,37,Renewed,299.64,High,71,Renew
SUP-01570,Mcgee Ltd,Electronics,Howellstad,Medium,Motors,95.6,3.88,3.0,0,1,36,Renewed,952.34,High,81,Renew
SUP-01571,Williams Inc,Pharma,Lake Heatherbury,Medium,Transport Services,60.1,,13.0,1,0,12,Renewed,557.86,Medium,52,Terminate
SUP-01572,Cook-Bauer,Logistics,Veronicaborough,Medium,Vaccines,73.6,1.28,10.0,2,2,43,Renewed,121.22,Low,84,Terminate
SUP-01573,"Knapp, Harris and Mata",Chemicals,North Lukeview,Medium,Motors,92.6,1.92,18.0,0,1,7,Renewed,866.45,Medium,41,Renegotiate
SUP-01574,Valenzuela Inc,Electronics,Lake James,Medium,Motors,,1.04,22.0,0,0,28,Renewed,301.53,High,16,Renegotiate
SUP-01575,Estrada Group,Chemicals,Toddside,Small,Motors,85.4,2.47,10.0,0,0,24,Not Renewed,118.26,High,42,Renegotiate
SUP-01576,Stevens-Henderson,Pharma,Port Justinton,Medium,Vaccines,84.2,1.74,,1,0,27,Not Renewed,748.21,Low,86,Renew
SUP-01577,Raymond and Sons,Pharma,Mercertown,Medium,Vaccines,95.0,4.16,12.0,2,0,33,Renewed,162.57,Medium,72,Renew
SUP-01578,"Myers, Moore and Hill",Chemicals,South Benjamin,Small,Vaccines,85.7,4.27,6.0,1,0,18,Not Renewed,126.96,Medium,79,Renew
SUP-01579,"Jefferson, Harris and Stevens",Chemicals,North Marytown,Large,Vaccines,95.1,4.25,13.0,3,0,8,Not Renewed,778.14,High,63,Renew
SUP-01580,Davis Ltd,Pharma,Brittanyside,Medium,Transport Services,97.7,0.49,6.0,3,0,22,Renewed,858.91,Medium,38,Terminate
SUP-01581,"Moss, Moore and Daniels",Electronics,Craigport,Large,Chips,81.4,2.19,4.0,0,0,28,Not Renewed,919.38,Medium,49,Renew
SUP-01582,Allen Inc,Chemicals,Lake Heatherfurt,Small,Transport Services,80.8,2.71,12.0,2,1,16,Renewed,948.66,High,85,Renegotiate
SUP-01583,James-Wood,Electronics,South Jeffreystad,Small,Transport Services,77.5,3.7,1.0,3,1,41,Not Renewed,884.18,Medium,38,Renegotiate
SUP-01584,Smith and Sons,Electronics,Hallview,Medium,Vaccines,83.4,2.61,7.0,1,0,44,Not Renewed,369.21,High,25,Renew
SUP-01585,White Inc,Electronics,North Rebecca,Medium,Vaccines,90.1,2.22,6.0,1,0,26,Renewed,123.33,High,50,Renew
SUP-01586,Ray-Marks,Chemicals,Isaacstad,Medium,Cleaning Agents,74.1,1.42,2.0,0,2,7,Renewed,357.4,High,38,Renew
SUP-01587,Montgomery LLC,Electronics,South Melanie,Small,Cleaning Agents,76.0,4.69,10.0,0,0,29,Not Renewed,127.75,Medium,42,Terminate
SUP-01588,Adams-Lopez,Electronics,Lawrencehaven,Small,Cleaning Agents,70.0,1.52,6.0,0,0,38,Not Renewed,215.92,High,27,Renegotiate
SUP-01589,Olsen Ltd,Chemicals,Port Melissa,Medium,Chips,110.0,2.29,2.0,0,0,38,Not Renewed,428.73,Low,51,Renew
SUP-01590,"Ramos, Barton and Cochran",Automotive,New Tiffanyshire,Medium,Transport Services,100.2,3.61,9.0,1,2,30,Not Renewed,966.07,Medium,18,Renew
SUP-01591,Wade-Patel,Electronics,Frenchmouth,Medium,Motors,96.7,2.46,4.0,5,0,13,Renewed,261.89,Low,45,Renegotiate
SUP-01592,Lee Group,Pharma,Greenberg,Small,Cleaning Agents,61.7,2.83,19.0,0,0,47,Not Renewed,609.14,Medium,30,Renegotiate
SUP-01593,Zimmerman-Craig,Logistics,Alicefort,Medium,Transport Services,71.5,2.48,12.0,1,0,10,Not Renewed,100.35,High,77,Renegotiate
SUP-01594,Garcia-Peters,Pharma,South Johnmouth,Large,Motors,78.2,2.71,22.0,2,0,45,Not Renewed,602.19,High,24,Renew
SUP-01595,"Thompson, Grimes and Rodgers",Automotive,Port Todd,Medium,Transport Services,80.1,3.41,11.0,1,0,19,Renewed,938.33,High,48,Renew
SUP-01596,Moody-Ashley,Logistics,South Julie,Medium,Motors,76.4,,17.0,2,0,31,Not Renewed,124.08,Medium,29,Terminate
SUP-01597,Bishop-Carr,Chemicals,West Cory,Medium,Transport Services,69.6,1.95,19.0,0,0,20,Not Renewed,837.13,Medium,42,Renegotiate
SUP-01598,Hill PLC,Chemicals,East Victoria,Large,Cleaning Agents,79.3,0.24,10.0,0,2,23,Renewed,247.06,Low,67,Renew
SUP-01599,Rodriguez-Benjamin,Electronics,North Brandon,Medium,Chips,76.4,0.95,10.0,1,1,11,Renewed,766.93,High,22,Terminate
SUP-01600,Ortiz-Ryan,Chemicals,East Raymondfurt,Medium,Vaccines,88.8,5.32,8.0,2,1,41,Renewed,400.03,High,38,Renew
SUP-01601,"Daniel, Meza and Parker",Electronics,Johnsonburgh,Medium,Motors,90.1,5.56,4.0,1,0,38,Renewed,494.24,High,39,Renegotiate
SUP-01602,"Chapman, Edwards and Evans",Automotive,Cardenashaven,Small,Transport Services,78.7,1.41,2.0,3,0,21,Renewed,391.94,Low,38,Renew
SUP-01603,Briggs and Sons,Automotive,West Misty,Small,Vaccines,81.3,4.15,3.0,0,0,22,Renewed,640.45,Medium,29,Renegotiate
SUP-01604,"Cook, Small and Roberts",Electronics,West Michael,Small,Cleaning Agents,70.2,3.83,1.0,2,0,22,Not Renewed,904.48,Medium,34,Renew
SUP-01605,"Kemp, Mills and Webb",Chemicals,Jackside,Medium,Vaccines,79.6,1.75,5.0,2,1,26,Renewed,911.64,High,42,Renew
SUP-01606,"Zamora, Stewart and Brown",Electronics,East Emmabury,Medium,Motors,89.3,,7.0,0,0,46,Not Renewed,760.59,High,59,Renew
SUP-01607,Brown Ltd,Pharma,Rivasfurt,Medium,Cleaning Agents,82.7,3.24,5.0,1,0,8,Not Renewed,465.53,Low,32,Renegotiate
SUP-01608,Pacheco Group,Logistics,Yeseniabury,Small,Vaccines,86.1,,8.0,2,1,10,Not Renewed,231.62,High,40,Renegotiate
SUP-01609,Riggs-Bowen,Logistics,New Jeffrey,Small,Vaccines,79.3,4.68,19.0,2,1,17,Renewed,553.3,Medium,92,Renew
SUP-01610,Carter PLC,Logistics,Patriciashire,Small,Chips,78.2,,1.0,0,0,34,Renewed,922.21,Low,58,Renew
SUP-01611,Stewart-Hale,Electronics,South Kathrynside,Small,Cleaning Agents,87.6,4.14,6.0,0,1,20,Renewed,680.23,Medium,60,Renegotiate
SUP-01612,Johnson-Jimenez,Chemicals,Port Davidfurt,Small,Motors,87.4,2.44,9.0,1,2,31,Renewed,570.47,Low,72,Renew
SUP-01613,Hardin-Cruz,Electronics,Hernandezhaven,Large,Chips,91.4,,3.0,1,1,12,Renewed,512.38,Medium,83,Renew
SUP-01614,Thompson PLC,Automotive,Vasquezfurt,Large,Chips,84.9,3.49,10.0,0,0,12,Renewed,787.91,High,55,Renew
SUP-01615,Perry PLC,Electronics,New Kelseyside,Medium,Transport Services,,0.86,20.0,1,0,39,Not Renewed,74.21,Medium,36,Renegotiate
SUP-01616,"Wilson, Baker and Robertson",Pharma,Mccannview,Small,Motors,85.2,3.29,8.0,0,0,28,Not Renewed,689.1,High,67,Renegotiate
SUP-01617,"Munoz, Navarro and Rasmussen",Chemicals,New Andrea,Small,Motors,94.2,3.77,2.0,1,0,25,Renewed,784.03,Medium,64,Renegotiate
SUP-01618,Robertson Inc,Electronics,Melanieside,Medium,Chips,79.2,5.4,9.0,1,0,17,Not Renewed,302.3,High,87,Renew
SUP-01619,Watkins-Norris,Electronics,East Cameronshire,Large,Chips,83.6,1.92,10.0,1,0,41,Renewed,502.23,Medium,81,Terminate
SUP-01620,Dorsey-Ellis,Automotive,Lake Davidfort,Small,Cleaning Agents,80.0,3.06,7.0,0,1,41,Not Renewed,438.59,Medium,59,Terminate
SUP-01621,"Reed, Alvarado and Little",Electronics,Christopherview,Medium,Transport Services,75.1,0.83,11.0,1,2,40,Renewed,271.14,Low,27,Renegotiate
SUP-01622,"Brown, Estrada and Jackson",Chemicals,East Debrabury,Medium,Chips,87.9,2.99,13.0,0,1,17,Not Renewed,184.73,High,48,Renew
SUP-01623,Riley LLC,Automotive,Andersonburgh,Medium,Vaccines,93.1,2.11,5.0,1,1,23,Renewed,771.38,Low,15,Renegotiate
SUP-01624,Ross PLC,Chemicals,Amandamouth,Small,Vaccines,,4.04,9.0,2,0,30,Not Renewed,604.59,High,65,Renew
SUP-01625,Burton-Meyer,Logistics,Stephanieville,Large,Cleaning Agents,76.4,1.39,10.0,0,0,40,Renewed,73.42,High,23,Renew
SUP-01626,Romero Group,Pharma,South Deborah,Large,Motors,79.0,3.11,23.0,1,0,41,Renewed,202.96,Medium,47,Renew
SUP-01627,Lawrence-Garcia,Chemicals,Palmerstad,Medium,Vaccines,82.8,2.34,20.0,0,2,17,Renewed,616.67,Medium,85,Renew
SUP-01628,"Dalton, Williams and Hayes",Logistics,Lake Gabriela,Small,Vaccines,75.1,3.32,,1,0,6,Not Renewed,125.23,Low,27,Renew
SUP-01629,"Montoya, Clark and Smith",Chemicals,Lake Williamfort,Medium,Chips,68.6,1.76,3.0,2,0,46,Renewed,663.46,Medium,52,Renew
SUP-01630,Roberts PLC,Electronics,North Elizabethton,Small,Motors,97.2,0.21,6.0,1,0,39,Not Renewed,933.54,Medium,75,Renegotiate
SUP-01631,Smith-Hernandez,Automotive,North Elizabethfurt,Medium,Cleaning Agents,70.8,0.78,20.0,1,0,42,Renewed,929.52,Low,63,Renegotiate
SUP-01632,"Brown, Lowe and Carter",Electronics,East Williamstad,Small,Cleaning Agents,70.3,2.93,24.0,0,1,16,Not Renewed,999.47,Medium,16,Renew
SUP-01633,"Powell, Davis and Taylor",Automotive,Richardsport,Small,Motors,82.8,2.9,3.0,1,1,34,Not Renewed,943.09,High,40,Renegotiate
SUP-01634,"Martin, Smith and Ferguson",Pharma,Joshuaside,Small,Vaccines,,1.32,2.0,2,0,39,Renewed,644.46,High,40,Renew
SUP-01635,Howard-Poole,Logistics,Davidborough,Small,Chips,85.9,4.42,3.0,1,1,21,Renewed,63.32,Medium,55,Renegotiate
SUP-01636,Brooks Ltd,Chemicals,Saraland,Small,Cleaning Agents,80.0,2.76,7.0,1,1,13,Renewed,696.29,High,35,Renew
SUP-01637,Jones PLC,Logistics,South Ravenborough,Medium,Vaccines,84.8,3.55,7.0,1,0,45,Not Renewed,502.59,Medium,47,Renegotiate
SUP-01638,Hicks-Nguyen,Logistics,Matthewfort,Medium,Cleaning Agents,86.0,0.78,6.0,1,1,31,Renewed,529.14,High,71,Renew
SUP-01639,"Cox, Hunter and Harrison",Automotive,Sonyaport,Medium,Motors,87.6,3.07,14.0,0,2,37,Renewed,63.74,Medium,52,Renew
SUP-01640,Herrera-Dillon,Electronics,Thomasmouth,Large,Cleaning Agents,110.4,0.25,11.0,0,1,40,Renewed,841.41,High,58,Renew
SUP-01641,Brown-Brown,Logistics,East Katelynside,Large,Cleaning Agents,81.6,1.03,4.0,2,0,22,Not Renewed,206.42,Medium,58,Renegotiate
SUP-01642,Galvan LLC,Automotive,West Johnhaven,Small,Motors,96.2,3.69,1.0,0,1,24,Renewed,695.06,Medium,62,Renegotiate
SUP-01643,"Simon, Fischer and Walters",Chemicals,Pamelamouth,Large,Motors,83.5,6.4,17.0,0,1,33,Not Renewed,649.76,Low,67,Renew
SUP-01644,Pittman-Thompson,Logistics,Thompsontown,Small,Transport Services,114.0,3.59,6.0,0,0,12,Not Renewed,545.07,Medium,12,Terminate
SUP-01645,Peterson-Davies,Chemicals,New Melissa,Small,Motors,95.9,2.7,11.0,3,1,37,Renewed,435.65,Medium,20,Renegotiate
SUP-01646,Taylor Group,Logistics,Port Carrie,Medium,Transport Services,85.5,4.94,7.0,1,1,43,Not Renewed,433.69,High,43,Renew
SUP-01647,Gutierrez and Sons,Chemicals,Matthewville,Medium,Motors,70.1,0.83,5.0,1,0,45,Renewed,413.15,Medium,93,Renew
SUP-01648,Love Inc,Automotive,East Phillip,Medium,Cleaning Agents,93.3,4.04,15.0,1,1,34,Not Renewed,929.7,High,76,Renegotiate
SUP-01649,Davis-Young,Chemicals,Michelefort,Medium,Cleaning Agents,86.2,2.75,,2,0,30,Not Renewed,595.56,Low,51,Renew
SUP-01650,"Pineda, Roberts and Mora",Chemicals,New Connie,Medium,Vaccines,87.9,4.22,6.0,1,0,36,Renewed,392.6,Low,11,Renegotiate
SUP-01651,Jacobson-Davis,Logistics,Melissaland,Medium,Cleaning Agents,81.3,0.43,16.0,0,1,40,Not Renewed,482.4,High,78,Renegotiate
SUP-01652,Williams-Mckenzie,Pharma,Reidchester,Medium,Motors,81.6,2.35,22.0,1,0,15,Not Renewed,854.79,Low,51,Renew
SUP-01653,"Robinson, White and Carter",Pharma,Seanchester,Small,Motors,71.7,1.68,14.0,1,1,31,Renewed,546.84,Medium,88,Renegotiate
SUP-01654,Banks and Sons,Automotive,Jonesside,Medium,Motors,76.7,3.25,5.0,1,0,38,Not Renewed,574.4,Medium,64,Renew
SUP-01655,"Welch, Holloway and Barnes",Automotive,New Paulchester,Small,Chips,77.1,5.64,,1,1,30,Renewed,583.63,Low,43,Renew
SUP-01656,"Hanna, Welch and Anthony",Logistics,New Maryport,Medium,Chips,59.1,3.61,11.0,1,0,15,Not Renewed,354.08,High,28,Renew
SUP-01657,"Lambert, Perez and Walls",Electronics,Hallchester,Small,Vaccines,98.2,2.8,0.0,1,1,33,Renewed,757.28,Low,36,Renegotiate
SUP-01658,"Glenn, Williams and Gray",Automotive,Lake Emmastad,Small,Motors,86.9,3.2,6.0,0,0,23,Not Renewed,446.09,Medium,46,Renew
SUP-01659,"Lopez, Thompson and Mcclure",Electronics,New Scott,Medium,Cleaning Agents,80.2,2.36,11.0,0,1,35,Renewed,246.25,Low,94,Renegotiate
SUP-01660,"Curtis, Higgins and Porter",Automotive,North Carlaview,Medium,Cleaning Agents,87.1,3.14,0.0,1,0,23,Renewed,903.5,High,89,Renew
SUP-01661,"Johnson, Cohen and Mccoy",Pharma,Lake Elizabethfort,Medium,Motors,89.3,3.42,6.0,0,0,27,Not Renewed,35.12,Low,15,Renew
SUP-01662,"Figueroa, Taylor and Stewart",Chemicals,West Adrian,Medium,Transport Services,102.9,1.33,11.0,1,1,45,Not Renewed,271.8,High,65,Renew
SUP-01663,Jones PLC,Electronics,Warrenstad,Medium,Transport Services,69.2,1.18,22.0,1,0,44,Not Renewed,534.59,Medium,26,Renegotiate
SUP-01664,"Powell, Davis and Weaver",Chemicals,East Jeffrey,Large,Motors,98.7,2.1,,3,1,36,Renewed,928.2,Low,59,Renegotiate
SUP-01665,"Perry, White and Lewis",Logistics,Port Lynn,Large,Motors,59.3,5.01,17.0,0,1,19,Not Renewed,134.51,High,72,Terminate
SUP-01666,Hill-Baldwin,Electronics,North Megan,Medium,Motors,59.0,2.28,19.0,1,0,27,Renewed,446.47,High,21,Renegotiate
SUP-01667,Weber-Mcfarland,Logistics,Priceport,Small,Chips,65.4,0.52,14.0,2,0,44,Renewed,837.67,Medium,28,Renew
SUP-01668,"Parker, Patton and Garcia",Pharma,Randallland,Small,Cleaning Agents,,4.25,0.0,4,1,28,Renewed,459.94,Medium,16,Renew
SUP-01669,Rollins Group,Electronics,East Maryfort,Large,Cleaning Agents,89.8,,0.0,0,0,7,Renewed,873.81,High,21,Renew
SUP-01670,"Ford, Stokes and Morgan",Electronics,Elizabethshire,Medium,Motors,115.0,6.14,6.0,1,1,29,Renewed,824.34,Low,80,Renew
SUP-01671,"Collins, Lamb and Cohen",Electronics,Branditon,Medium,Transport Services,92.0,0.62,8.0,2,1,14,Renewed,423.21,Low,85,Renegotiate
SUP-01672,"White, Rodriguez and Brown",Electronics,Danashire,Small,Transport Services,98.8,2.36,3.0,0,0,42,Not Renewed,639.28,High,67,Renegotiate
SUP-01673,"Thompson, Potter and Higgins",Pharma,West Vickie,Small,Cleaning Agents,66.9,0.55,20.0,2,0,46,Renewed,861.72,Medium,59,Renegotiate
SUP-01674,Mullins-Kim,Chemicals,New Seth,Medium,Motors,88.3,5.35,6.0,0,1,10,Renewed,993.42,Medium,72,Renegotiate
SUP-01675,Charles-Young,Automotive,Cowanfurt,Medium,Chips,86.6,1.4,2.0,1,0,28,Renewed,82.3,High,75,Renew
SUP-01676,"Carpenter, Blake and Smith",Automotive,New Marc,Medium,Motors,89.8,2.74,3.0,2,1,28,Not Renewed,604.07,Medium,40,Renew
SUP-01677,Brooks-Gibson,Logistics,East Rickyshire,Medium,Motors,77.0,1.48,7.0,3,0,40,Renewed,239.72,Low,20,Terminate
SUP-01678,Willis Group,Chemicals,Andersonshire,Medium,Cleaning Agents,72.2,2.11,17.0,1,0,35,Not Renewed,940.12,Medium,65,Renegotiate
SUP-01679,"Ramos, Baxter and Jacobs",Electronics,Johnberg,Medium,Cleaning Agents,76.6,1.18,2.0,1,0,22,Not Renewed,179.6,High,63,Renew
SUP-01680,Hahn-Sweeney,Chemicals,Tylerbury,Medium,Transport Services,65.6,2.17,8.0,1,0,24,Renewed,544.83,High,82,Renew
SUP-01681,Shaffer and Sons,Chemicals,Austinstad,Small,Motors,77.0,3.47,21.0,2,0,46,Not Renewed,455.57,Medium,69,Renew
SUP-01682,"Harvey, James and Campbell",Chemicals,Port Christopher,Small,Transport Services,88.7,3.42,8.0,1,1,20,Renewed,976.0,Medium,45,Renegotiate
SUP-01683,Roman-Flores,Chemicals,Lake Colleenchester,Medium,Chips,81.3,1.5,1.0,1,0,35,Not Renewed,711.52,Medium,69,Renew
SUP-01684,Calderon-Crawford,Automotive,Jeffreyfort,Medium,Motors,82.9,1.57,5.0,0,0,43,Not Renewed,674.28,Medium,26,Renew
SUP-01685,Le-Medina,Automotive,Lake Bradleyfort,Medium,Cleaning Agents,83.2,4.61,4.0,1,0,23,Not Renewed,864.39,Medium,13,Renegotiate
SUP-01686,Smith and Sons,Electronics,Micheleport,Small,Motors,92.3,4.15,12.0,1,1,13,Renewed,522.93,Medium,80,Renegotiate
SUP-01687,"Simpson, Baker and Rich",Electronics,West Brandiville,Large,Vaccines,79.0,3.79,10.0,1,1,12,Renewed,288.19,High,37,Renew
SUP-01688,Blair-Robles,Logistics,East Amandaburgh,Medium,Vaccines,81.8,3.32,6.0,0,1,17,Renewed,502.8,Medium,90,Renegotiate
SUP-01689,Woodward-Collins,Electronics,Port Erinside,Medium,Cleaning Agents,102.2,1.89,10.0,1,1,13,Not Renewed,130.13,Low,31,Renew
SUP-01690,Tran-Kelley,Chemicals,Mitchellberg,Medium,Transport Services,80.8,1.91,0.0,2,0,24,Not Renewed,125.44,Low,16,Terminate
SUP-01691,"Winters, Allen and Cooper",Pharma,New Mariaville,Large,Vaccines,88.2,0.27,7.0,1,1,29,Not Renewed,953.84,High,56,Renegotiate
SUP-01692,"Lewis, Hall and Thompson",Automotive,Staceytown,Large,Transport Services,83.2,0.2,15.0,1,1,38,Renewed,137.71,High,68,Renew
SUP-01693,Martin and Sons,Electronics,South Stacietown,Medium,Transport Services,84.4,3.95,8.0,1,0,32,Renewed,20.45,Medium,32,Renew
SUP-01694,Patel-Price,Pharma,Nolanmouth,Medium,Motors,79.0,2.1,9.0,0,1,42,Not Renewed,314.91,High,73,Renegotiate
SUP-01695,Pierce LLC,Automotive,Danielland,Medium,Transport Services,93.7,3.68,19.0,3,0,47,Renewed,373.01,Medium,14,Renegotiate
SUP-01696,Davis Ltd,Pharma,East Susanmouth,Large,Vaccines,76.4,0.27,7.0,2,0,16,Renewed,956.28,Medium,58,Renegotiate
SUP-01697,Farmer Ltd,Pharma,Hansonport,Medium,Cleaning Agents,86.7,3.55,16.0,3,0,14,Renewed,288.67,High,39,Renegotiate
SUP-01698,"Taylor, Martinez and Rocha",Chemicals,Danielmouth,Small,Vaccines,75.3,3.57,3.0,4,1,44,Renewed,331.82,Low,63,Renegotiate
SUP-01699,"Lopez, Smith and Gonzales",Chemicals,East Lisa,Large,Transport Services,92.2,2.06,11.0,2,2,29,Renewed,45.24,High,92,Renew
SUP-01700,Castro-Harrell,Chemicals,Greenfort,Small,Chips,66.0,2.62,4.0,0,1,43,Not Renewed,525.2,Medium,64,Renew
SUP-01701,Johnson-Moore,Logistics,East Jamesbury,Medium,Motors,60.9,0.09,,0,0,25,Renewed,281.29,Medium,17,Renegotiate
SUP-01702,Valencia Ltd,Pharma,Lake David,Medium,Chips,93.3,4.37,0.0,1,0,15,Renewed,196.01,Medium,85,Renew
SUP-01703,Bailey-Williams,Logistics,East William,Medium,Vaccines,86.3,3.84,6.0,0,1,15,Not Renewed,12.57,High,53,Renew
SUP-01704,Weaver Inc,Electronics,North Stevenshire,Medium,Transport Services,82.7,3.78,9.0,0,1,12,Renewed,736.07,Medium,33,Terminate
SUP-01705,Parks Ltd,Electronics,New Ruth,Medium,Motors,85.5,1.1,9.0,1,0,10,Not Renewed,403.93,High,51,Renew
SUP-01706,Hansen-Gordon,Automotive,North Priscillahaven,Medium,Vaccines,87.1,3.64,11.0,0,0,19,Renewed,452.78,High,66,Renew
SUP-01707,Moreno-Harris,Logistics,Harpermouth,Medium,Transport Services,74.5,1.68,10.0,2,0,11,Renewed,829.26,High,43,Renew
SUP-01708,Tanner Group,Automotive,Davisside,Small,Cleaning Agents,81.3,1.62,3.0,0,0,24,Renewed,162.3,Low,53,Renew
SUP-01709,"Riley, Steele and Jimenez",Electronics,Port Elizabethton,Small,Cleaning Agents,92.5,4.83,3.0,0,0,27,Renewed,113.39,High,19,Terminate
SUP-01710,Krause PLC,Logistics,West Rebeccaland,Medium,Chips,80.9,3.48,8.0,0,0,37,Renewed,949.43,Medium,61,Terminate
SUP-01711,"Love, Jimenez and Glenn",Pharma,Hodgeborough,Medium,Motors,86.6,3.22,6.0,1,1,19,Renewed,443.0,High,91,Renegotiate
SUP-01712,Allen-Nelson,Logistics,Lake Brendashire,Medium,Transport Services,98.0,2.82,9.0,0,0,27,Not Renewed,33.06,Medium,11,Terminate
SUP-01713,Saunders Ltd,Electronics,Blackbury,Medium,Motors,83.7,3.91,10.0,0,0,15,Renewed,800.93,High,43,Terminate
SUP-01714,"Chung, Rodriguez and Tate",Electronics,Alexburgh,Medium,Chips,82.4,2.59,,2,0,35,Not Renewed,213.33,Medium,31,Terminate
SUP-01715,Dean-Russell,Logistics,Brittanymouth,Large,Vaccines,69.2,3.15,24.0,2,1,44,Renewed,93.57,Low,43,Renew
SUP-01716,Dixon-Hays,Electronics,Ashleyshire,Medium,Vaccines,95.5,3.02,8.0,1,0,31,Renewed,245.14,Medium,59,Renegotiate
SUP-01717,Gonzalez-Parker,Electronics,East Richard,Small,Motors,99.6,3.56,2.0,1,1,16,Not Renewed,134.47,Medium,83,Renew
SUP-01718,"Hill, Chapman and Graham",Chemicals,Wilsonchester,Small,Transport Services,80.3,1.1,,1,0,27,Renewed,220.48,High,91,Renegotiate
SUP-01719,Salas and Sons,Pharma,Port William,Large,Transport Services,89.5,4.07,,0,1,24,Renewed,951.55,Medium,87,Terminate
